Tabelloon,Jonger dan de AOW-leeftijd,,,AOW-leeftijd en ouder,,,,,
" 3,478.50 "," 1,289.42 ", 820.75 , 330.17 , 746.25 , 400.83 , 170.83 , 760.25 , 414.83 , 170.83 
" 3,483.00 "," 1,291.08 ", 823.00 , 329.92 , 747.92 , 403.42 , 170.75 , 761.92 , 417.42 , 170.75 
" 3,487.50 "," 1,292.75 ", 825.17 , 329.67 , 749.58 , 406.00 , 170.58 , 763.58 , 420.00 , 170.58 
" 3,492.00 "," 1,294.42 ", 827.33 , 329.42 , 751.25 , 408.75 , 170.42 , 765.25 , 422.75 , 170.42 
" 3,496.50 "," 1,296.08 ", 829.58 , 329.08 , 753.00 , 411.42 , 170.33 , 766.92 , 425.33 , 170.33 
" 3,501.00 "," 1,297.75 ", 831.83 , 328.83 , 754.67 , 414.00 , 170.17 , 768.58 , 427.92 , 170.17 
" 3,505.50 "," 1,299.42 ", 834.00 , 328.58 , 756.33 , 416.67 , 170.00 , 770.25 , 430.58 , 170.00 
" 3,510.00 "," 1,301.08 ", 836.17 , 328.33 , 758.00 , 419.25 , 169.92 , 771.92 , 433.17 , 169.92 
" 3,514.50 "," 1,302.75 ", 838.33 , 328.08 , 759.67 , 421.83 , 169.75 , 773.58 , 435.75 , 169.75 
" 3,519.00 "," 1,304.42 ", 840.58 , 327.83 , 761.33 , 424.50 , 169.58 , 775.25 , 438.42 , 169.58 
" 3,523.50 "," 1,306.08 ", 842.83 , 327.50 , 763.00 , 427.08 , 169.50 , 776.92 , 441.00 , 169.50 
" 3,528.00 "," 1,307.75 ", 845.00 , 327.25 , 764.67 , 429.67 , 169.33 , 778.58 , 443.58 , 169.33 
" 3,532.50 "," 1,309.42 ", 847.17 , 327.00 , 766.33 , 432.25 , 169.25 , 780.25 , 446.17 , 169.25 
" 3,537.00 "," 1,311.08 ", 849.42 , 326.75 , 768.00 , 435.00 , 169.08 , 781.92 , 448.92 , 169.08 
" 3,541.50 "," 1,312.75 ", 851.58 , 326.50 , 769.67 , 437.58 , 168.92 , 783.58 , 451.50 , 168.92 
" 3,546.00 "," 1,314.42 ", 853.75 , 326.25 , 771.33 , 440.17 , 168.83 , 785.25 , 454.08 , 168.83 
" 3,550.50 "," 1,316.08 ", 856.00 , 325.92 , 773.00 , 442.83 , 168.67 , 786.92 , 456.75 , 168.67 
" 3,555.00 "," 1,317.75 ", 858.25 , 325.67 , 774.67 , 445.42 , 168.50 , 788.58 , 459.33 , 168.50 
" 3,559.50 "," 1,319.42 ", 860.42 , 325.42 , 776.33 , 448.00 , 168.42 , 790.25 , 461.92 , 168.42 
" 3,564.00 "," 1,321.08 ", 862.58 , 325.17 , 778.00 , 450.67 , 168.25 , 791.92 , 464.58 , 168.25 
" 3,568.50 "," 1,322.75 ", 864.75 , 324.92 , 779.67 , 453.25 , 168.08 , 793.58 , 467.17 , 168.08 
" 3,573.00 "," 1,324.42 ", 867.00 , 324.67 , 781.33 , 455.83 , 168.00 , 795.25 , 469.75 , 168.00 
" 3,577.50 "," 1,326.08 ", 869.25 , 324.33 , 783.00 , 458.50 , 167.83 , 796.92 , 472.42 , 167.83 
" 3,582.00 "," 1,327.75 ", 871.42 , 324.08 , 784.67 , 461.08 , 167.75 , 798.58 , 475.00 , 167.75 
" 3,586.50 "," 1,329.42 ", 873.58 , 323.83 , 786.33 , 463.75 , 167.58 , 800.25 , 477.67 , 167.58 
" 3,591.00 "," 1,331.08 ", 875.83 , 323.58 , 788.00 , 466.42 , 167.42 , 801.92 , 480.33 , 167.42 
" 3,595.50 "," 1,332.75 ", 878.00 , 323.33 , 789.67 , 469.00 , 167.33 , 803.58 , 482.92 , 167.33 
" 3,600.00 "," 1,334.42 ", 880.17 , 323.08 , 791.33 , 471.58 , 167.17 , 805.25 , 485.50 , 167.17 
" 3,604.50 "," 1,336.08 ", 882.42 , 322.75 , 793.00 , 474.25 , 167.00 , 806.92 , 488.17 , 167.00 
" 3,609.00 "," 1,337.75 ", 884.58 , 322.50 , 794.67 , 476.83 , 166.92 , 808.58 , 490.75 , 166.92 
" 3,613.50 "," 1,339.42 ", 886.83 , 322.25 , 796.33 , 479.42 , 166.75 , 810.25 , 493.33 , 166.75 
" 3,618.00 "," 1,341.08 ", 889.00 , 322.00 , 798.00 , 482.08 , 166.58 , 811.92 , 496.00 , 166.58 
" 3,622.50 "," 1,342.75 ", 891.17 , 321.75 , 799.67 , 484.67 , 166.50 , 813.58 , 498.58 , 166.50 
" 3,627.00 "," 1,344.42 ", 893.33 , 321.50 , 801.33 , 487.33 , 166.33 , 815.25 , 501.25 , 166.33 
" 3,631.50 "," 1,346.08 ", 895.67 , 321.17 , 803.00 , 489.92 , 166.25 , 816.92 , 503.83 , 166.25 
" 3,636.00 "," 1,347.75 ", 897.83 , 320.92 , 804.67 , 492.58 , 166.08 , 818.58 , 506.50 , 166.08 
" 3,640.50 "," 1,349.42 ", 900.00 , 320.67 , 806.33 , 495.17 , 165.92 , 820.25 , 509.08 , 165.92 
" 3,645.00 "," 1,351.08 ", 902.17 , 320.42 , 808.00 , 497.75 , 165.83 , 821.92 , 511.67 , 165.83 
" 3,649.50 "," 1,352.75 ", 904.42 , 320.17 , 809.67 , 500.42 , 165.67 , 823.58 , 514.33 , 165.67 
" 3,654.00 "," 1,354.42 ", 906.58 , 319.92 , 811.33 , 503.00 , 165.50 , 825.25 , 516.92 , 165.50 
" 3,658.50 "," 1,356.17 ", 908.92 , 319.58 , 813.00 , 505.58 , 165.42 , 827.00 , 519.58 , 165.42 
" 3,663.00 "," 1,357.83 ", 911.08 , 319.33 , 814.67 , 508.25 , 165.25 , 828.67 , 522.25 , 165.25 
" 3,667.50 "," 1,359.50 ", 913.33 , 319.08 , 816.33 , 510.83 , 165.08 , 830.33 , 524.83 , 165.08 
" 3,672.00 "," 1,361.17 ", 915.50 , 318.83 , 818.00 , 513.50 , 165.00 , 832.00 , 527.50 , 165.00 
" 3,676.50 "," 1,362.83 ", 917.67 , 318.58 , 819.67 , 516.17 , 164.83 , 833.67 , 530.17 , 164.83 
" 3,681.00 "," 1,364.50 ", 919.83 , 318.33 , 821.33 , 518.67 , 164.75 , 835.33 , 532.67 , 164.75 
" 3,685.50 "," 1,366.17 ", 922.17 , 318.00 , 823.00 , 521.33 , 164.58 , 837.00 , 535.33 , 164.58 
" 3,690.00 "," 1,367.83 ", 924.33 , 317.75 , 824.67 , 524.00 , 164.42 , 838.67 , 538.00 , 164.42 
" 3,694.50 "," 1,369.50 ", 926.50 , 317.50 , 826.33 , 526.50 , 164.33 , 840.33 , 540.50 , 164.33 
" 3,699.00 "," 1,371.17 ", 928.67 , 317.25 , 828.00 , 529.17 , 164.17 , 842.00 , 543.17 , 164.17 
" 3,703.50 "," 1,372.83 ", 930.92 , 317.00 , 829.67 , 531.83 , 164.00 , 843.67 , 545.83 , 164.00 
" 3,708.00 "," 1,374.50 ", 933.08 , 316.75 , 831.33 , 534.33 , 163.92 , 845.33 , 548.33 , 163.92 
" 3,712.50 "," 1,376.17 ", 935.25 , 316.50 , 833.00 , 537.00 , 163.75 , 847.00 , 551.00 , 163.75 
" 3,717.00 "," 1,377.83 ", 937.50 , 316.17 , 834.67 , 539.75 , 163.58 , 848.67 , 553.75 , 163.58 
" 3,721.50 "," 1,379.50 ", 939.75 , 315.92 , 836.33 , 542.25 , 163.50 , 850.33 , 556.25 , 163.50 
" 3,726.00 "," 1,381.17 ", 941.92 , 315.67 , 838.00 , 544.92 , 163.33 , 852.00 , 558.92 , 163.33 
" 3,730.50 "," 1,382.83 ", 944.08 , 315.42 , 839.67 , 547.50 , 163.25 , 853.67 , 561.50 , 163.25 
" 3,735.00 "," 1,384.50 ", 946.25 , 315.17 , 841.33 , 550.17 , 163.08 , 855.33 , 564.17 , 163.08 
" 3,739.50 "," 1,386.17 ", 948.50 , 314.92 , 843.00 , 552.75 , 162.92 , 857.00 , 566.75 , 162.92 
" 3,744.00 "," 1,387.83 ", 950.75 , 314.58 , 844.67 , 555.33 , 162.83 , 858.67 , 569.33 , 162.83 
" 3,748.50 "," 1,389.50 ", 952.92 , 314.33 , 846.42 , 558.08 , 162.67 , 860.33 , 572.00 , 162.67 
" 3,753.00 "," 1,391.17 ", 955.08 , 314.08 , 848.08 , 560.67 , 162.50 , 862.00 , 574.58 , 162.50 
" 3,757.50 "," 1,392.83 ", 957.33 , 313.83 , 849.75 , 563.25 , 162.42 , 863.67 , 577.17 , 162.42 
" 3,762.00 "," 1,394.50 ", 959.50 , 313.58 , 851.42 , 566.00 , 162.25 , 865.33 , 579.92 , 162.25 
" 3,766.50 "," 1,396.17 ", 961.67 , 313.33 , 853.08 , 568.58 , 162.08 , 867.00 , 582.50 , 162.08 
" 3,771.00 "," 1,397.83 ", 963.92 , 313.00 , 854.75 , 571.17 , 162.00 , 868.67 , 585.08 , 162.00 
" 3,775.50 "," 1,399.50 ", 966.17 , 312.75 , 856.42 , 573.83 , 161.83 , 870.33 , 587.75 , 161.83 
" 3,780.00 "," 1,401.17 ", 968.33 , 312.50 , 858.08 , 576.33 , 161.75 , 872.00 , 590.25 , 161.75 
" 3,784.50 "," 1,402.83 ", 970.50 , 312.25 , 859.75 , 579.00 , 161.58 , 873.67 , 592.92 , 161.58 
" 3,789.00 "," 1,404.50 ", 972.67 , 312.00 , 861.42 , 581.67 , 161.42 , 875.33 , 595.58 , 161.42 
" 3,793.50 "," 1,406.17 ", 974.83 , 311.75 , 863.08 , 584.17 , 161.33 , 877.00 , 598.08 , 161.33 
" 3,798.00 "," 1,407.83 ", 977.17 , 311.42 , 864.75 , 586.83 , 161.17 , 878.67 , 600.75 , 161.17 
" 3,802.50 "," 1,409.50 ", 979.33 , 311.17 , 866.42 , 589.50 , 161.00 , 880.33 , 603.42 , 161.00 
" 3,807.00 "," 1,411.17 ", 981.50 , 310.92 , 868.08 , 592.08 , 160.92 , 882.00 , 606.00 , 160.92 
" 3,811.50 "," 1,412.83 ", 983.67 , 310.67 , 869.75 , 594.75 , 160.75 , 883.67 , 608.67 , 160.75 
" 3,816.00 "," 1,414.50 ", 985.92 , 310.42 , 871.42 , 597.42 , 160.58 , 885.33 , 611.33 , 160.58 
" 3,820.50 "," 1,416.17 ", 988.08 , 310.17 , 873.08 , 599.92 , 160.50 , 887.00 , 613.83 , 160.50 
" 3,825.00 "," 1,417.83 ", 990.33 , 309.83 , 874.75 , 602.58 , 160.33 , 888.67 , 616.50 , 160.33 
" 3,829.50 "," 1,419.50 ", 992.50 , 309.58 , 876.42 , 605.17 , 160.25 , 890.33 , 619.08 , 160.25 
" 3,834.00 "," 1,421.17 ", 994.75 , 309.33 , 878.08 , 607.75 , 160.08 , 892.00 , 621.67 , 160.08 
" 3,838.50 "," 1,422.83 ", 996.92 , 309.08 , 879.75 , 610.42 , 159.92 , 893.67 , 624.33 , 159.92 
" 3,843.00 "," 1,424.50 ", 999.08 , 308.83 , 881.42 , 613.00 , 159.83 , 895.33 , 626.92 , 159.83 
" 3,847.50 "," 1,426.17 "," 1,001.25 ", 308.58 , 883.08 , 615.58 , 159.67 , 897.00 , 629.50 , 159.67 
" 3,852.00 "," 1,427.83 "," 1,003.58 ", 308.25 , 884.75 , 618.33 , 159.50 , 898.67 , 632.25 , 159.50 
" 3,856.50 "," 1,429.50 "," 1,005.75 ", 308.00 , 886.42 , 620.92 , 159.42 , 900.33 , 634.83 , 159.42 
" 3,861.00 "," 1,431.17 "," 1,007.92 ", 307.75 , 888.08 , 623.50 , 159.25 , 902.00 , 637.42 , 159.25 
" 3,865.50 "," 1,432.83 "," 1,010.08 ", 307.50 , 889.75 , 626.17 , 159.08 , 903.67 , 640.08 , 159.08 
" 3,870.00 "," 1,434.50 "," 1,012.33 ", 307.25 , 891.42 , 628.75 , 159.00 , 905.33 , 642.67 , 159.00 
" 3,874.50 "," 1,436.17 "," 1,014.50 ", 307.00 , 893.08 , 631.33 , 158.83 , 907.00 , 645.25 , 158.83 
" 3,879.00 "," 1,437.83 "," 1,016.75 ", 306.67 , 894.75 , 633.92 , 158.75 , 908.67 , 647.83 , 158.75 
" 3,883.50 "," 1,439.50 "," 1,018.92 ", 306.42 , 896.42 , 636.58 , 158.58 , 910.33 , 650.50 , 158.58 
" 3,888.00 "," 1,441.17 "," 1,021.17 ", 306.17 , 898.08 , 639.25 , 158.42 , 912.00 , 653.17 , 158.42 
" 3,892.50 "," 1,442.83 "," 1,023.33 ", 305.92 , 899.75 , 641.75 , 158.33 , 913.67 , 655.67 , 158.33 
" 3,897.00 "," 1,444.50 "," 1,025.50 ", 305.67 , 901.42 , 644.50 , 158.17 , 915.33 , 658.42 , 158.17 
" 3,901.50 "," 1,446.17 "," 1,027.67 ", 305.42 , 903.08 , 647.17 , 158.00 , 917.00 , 661.08 , 158.00 
" 3,906.00 "," 1,447.83 "," 1,030.00 ", 305.08 , 904.75 , 649.67 , 157.92 , 918.67 , 663.58 , 157.92 
" 3,910.50 "," 1,449.50 "," 1,032.17 ", 304.83 , 906.42 , 652.33 , 157.75 , 920.33 , 666.25 , 157.75 
" 3,915.00 "," 1,451.25 "," 1,034.42 ", 304.58 , 908.08 , 655.00 , 157.58 , 922.08 , 669.00 , 157.58 
" 3,919.50 "," 1,452.92 "," 1,036.58 ", 304.33 , 909.75 , 657.50 , 157.50 , 923.75 , 671.50 , 157.50 
" 3,924.00 "," 1,454.58 "," 1,038.83 ", 304.08 , 911.42 , 660.17 , 157.33 , 925.42 , 674.17 , 157.33 
" 3,928.50 "," 1,456.25 "," 1,041.00 ", 303.83 , 913.08 , 662.75 , 157.25 , 927.08 , 676.75 , 157.25 
" 3,933.00 "," 1,457.92 "," 1,043.25 ", 303.50 , 914.75 , 665.33 , 157.08 , 928.75 , 679.33 , 157.08 
" 3,937.50 "," 1,459.58 "," 1,045.42 ", 303.25 , 916.42 , 668.00 , 156.92 , 930.42 , 682.00 , 156.92 
" 3,942.00 "," 1,461.25 "," 1,047.67 ", 303.00 , 918.08 , 670.67 , 156.83 , 932.08 , 684.67 , 156.83 
" 3,946.50 "," 1,462.92 "," 1,049.83 ", 302.75 , 919.75 , 673.25 , 156.67 , 933.75 , 687.25 , 156.67 
" 3,951.00 "," 1,464.58 "," 1,052.00 ", 302.50 , 921.42 , 675.92 , 156.50 , 935.42 , 689.92 , 156.50 
" 3,955.50 "," 1,466.25 "," 1,054.17 ", 302.25 , 923.08 , 678.50 , 156.42 , 937.08 , 692.50 , 156.42 
" 3,960.00 "," 1,467.92 "," 1,056.50 ", 301.92 , 924.75 , 681.08 , 156.25 , 938.75 , 695.08 , 156.25 
" 3,964.50 "," 1,469.58 "," 1,058.67 ", 301.67 , 926.42 , 683.75 , 156.08 , 940.42 , 697.75 , 156.08 
" 3,969.00 "," 1,471.25 "," 1,060.83 ", 301.42 , 928.08 , 686.33 , 156.00 , 942.08 , 700.33 , 156.00 
" 3,973.50 "," 1,472.92 "," 1,063.00 ", 301.17 , 929.75 , 688.92 , 155.83 , 943.75 , 702.92 , 155.83 
" 3,978.00 "," 1,474.58 "," 1,065.17 ", 300.92 , 931.42 , 691.50 , 155.75 , 945.42 , 705.50 , 155.75 
" 3,982.50 "," 1,476.25 "," 1,067.42 ", 300.67 , 933.08 , 694.17 , 155.58 , 947.08 , 708.17 , 155.58 
" 3,987.00 "," 1,477.92 "," 1,069.67 ", 300.33 , 934.75 , 696.83 , 155.42 , 948.75 , 710.83 , 155.42 
" 3,991.50 "," 1,479.58 "," 1,071.83 ", 300.08 , 936.42 , 699.42 , 155.33 , 950.42 , 713.42 , 155.33 
" 3,996.00 "," 1,481.25 "," 1,074.00 ", 299.83 , 938.08 , 702.08 , 155.17 , 952.08 , 716.08 , 155.17 
" 4,000.50 "," 1,482.92 "," 1,076.25 ", 299.58 , 939.83 , 704.75 , 155.00 , 953.75 , 718.67 , 155.00 
" 4,005.00 "," 1,484.58 "," 1,078.42 ", 299.33 , 941.50 , 707.33 , 154.92 , 955.42 , 721.25 , 154.92 
" 4,009.50 "," 1,486.25 "," 1,080.58 ", 299.08 , 943.17 , 710.00 , 154.75 , 957.08 , 723.92 , 154.75 
" 4,014.00 "," 1,487.92 "," 1,082.83 ", 298.75 , 944.83 , 712.58 , 154.58 , 958.75 , 726.50 , 154.58 
" 4,018.50 "," 1,489.58 "," 1,085.08 ", 298.50 , 946.50 , 715.17 , 154.50 , 960.42 , 729.08 , 154.50 
" 4,023.00 "," 1,491.25 "," 1,087.25 ", 298.25 , 948.17 , 717.83 , 154.33 , 962.08 , 731.75 , 154.33 
" 4,027.50 "," 1,492.92 "," 1,089.42 ", 298.00 , 949.83 , 720.42 , 154.25 , 963.75 , 734.33 , 154.25 
" 4,032.00 "," 1,494.58 "," 1,091.58 ", 297.75 , 951.50 , 723.08 , 154.08 , 965.42 , 737.00 , 154.08 
" 4,036.50 "," 1,496.25 "," 1,093.83 ", 297.50 , 953.17 , 725.75 , 153.92 , 967.08 , 739.67 , 153.92 
" 4,041.00 "," 1,497.92 "," 1,096.00 ", 297.25 , 954.83 , 728.33 , 153.83 , 968.75 , 742.25 , 153.83 
" 4,045.50 "," 1,499.58 "," 1,098.25 ", 296.92 , 956.50 , 730.92 , 153.67 , 970.42 , 744.83 , 153.67 
" 4,050.00 "," 1,501.25 "," 1,100.42 ", 296.67 , 958.17 , 733.58 , 153.50 , 972.08 , 747.50 , 153.50 
" 4,054.50 "," 1,502.92 "," 1,102.67 ", 296.42 , 959.83 , 736.17 , 153.42 , 973.75 , 750.08 , 153.42 
" 4,059.00 "," 1,504.58 "," 1,104.83 ", 296.17 , 961.50 , 738.75 , 153.25 , 975.42 , 752.67 , 153.25 
" 4,063.50 "," 1,506.25 "," 1,107.00 ", 295.92 , 963.17 , 741.42 , 153.08 , 977.08 , 755.33 , 153.08 
" 4,068.00 "," 1,507.92 "," 1,109.17 ", 295.67 , 964.83 , 744.00 , 153.00 , 978.75 , 757.92 , 153.00 
" 4,072.50 "," 1,509.58 "," 1,111.50 ", 295.33 , 966.50 , 746.58 , 152.83 , 980.42 , 760.50 , 152.83 
" 4,077.00 "," 1,511.25 "," 1,113.67 ", 295.08 , 968.17 , 749.25 , 152.75 , 982.08 , 763.17 , 152.75 
" 4,081.50 "," 1,512.92 "," 1,115.83 ", 294.83 , 969.83 , 751.92 , 152.58 , 983.75 , 765.83 , 152.58 
" 4,086.00 "," 1,514.58 "," 1,118.00 ", 294.58 , 971.50 , 754.50 , 152.42 , 985.42 , 768.42 , 152.42 
" 4,090.50 "," 1,516.25 "," 1,120.25 ", 294.33 , 973.17 , 757.08 , 152.33 , 987.08 , 771.00 , 152.33 
" 4,095.00 "," 1,517.92 "," 1,122.42 ", 294.08 , 974.83 , 759.75 , 152.17 , 988.75 , 773.67 , 152.17 
" 4,099.50 "," 1,519.58 "," 1,124.67 ", 293.75 , 976.50 , 762.33 , 152.00 , 990.42 , 776.25 , 152.00 
" 4,104.00 "," 1,521.25 "," 1,126.83 ", 293.50 , 978.17 , 764.92 , 151.92 , 992.08 , 778.83 , 151.92 
" 4,108.50 "," 1,522.92 "," 1,129.08 ", 293.25 , 979.83 , 767.58 , 151.75 , 993.75 , 781.50 , 151.75 
" 4,113.00 "," 1,524.58 "," 1,131.25 ", 293.00 , 981.50 , 770.17 , 151.58 , 995.42 , 784.08 , 151.58 
" 4,117.50 "," 1,526.25 "," 1,133.42 ", 292.75 , 983.17 , 772.75 , 151.50 , 997.08 , 786.67 , 151.50 
" 4,122.00 "," 1,527.92 "," 1,135.58 ", 292.50 , 984.83 , 775.50 , 151.33 , 998.75 , 789.42 , 151.33 
" 4,126.50 "," 1,529.58 "," 1,137.92 ", 292.17 , 986.50 , 778.00 , 151.25 ," 1,000.42 ", 791.92 , 151.25 
" 4,131.00 "," 1,531.25 "," 1,140.08 ", 291.92 , 988.17 , 780.67 , 151.08 ," 1,002.08 ", 794.58 , 151.08 
" 4,135.50 "," 1,532.92 "," 1,142.25 ", 291.67 , 989.83 , 783.33 , 150.92 ," 1,003.75 ", 797.25 , 150.92 
" 4,140.00 "," 1,534.58 "," 1,144.42 ", 291.42 , 991.50 , 785.83 , 150.83 ," 1,005.42 ", 799.75 , 150.83 
" 4,144.50 "," 1,536.25 "," 1,146.67 ", 291.17 , 993.17 , 788.50 , 150.67 ," 1,007.08 ", 802.42 , 150.67 
" 4,149.00 "," 1,537.92 "," 1,148.83 ", 290.92 , 994.83 , 791.17 , 150.50 ," 1,008.75 ", 805.08 , 150.50 
" 4,153.50 "," 1,539.58 "," 1,151.08 ", 290.58 , 996.50 , 793.67 , 150.42 ," 1,010.42 ", 807.58 , 150.42 
" 4,158.00 "," 1,541.25 "," 1,153.25 ", 290.33 , 998.17 , 796.33 , 150.25 ," 1,012.08 ", 810.25 , 150.25 
" 4,162.50 "," 1,542.92 "," 1,155.42 ", 290.08 , 999.83 , 799.00 , 150.08 ," 1,013.75 ", 812.92 , 150.08 
" 4,167.00 "," 1,544.67 "," 1,157.75 ", 289.83 ," 1,001.50 ", 801.25 , 150.00 ," 1,015.50 ", 815.25 , 150.00 
" 4,171.50 "," 1,546.33 "," 1,159.92 ", 289.58 ," 1,003.17 ", 803.17 , 149.83 ," 1,017.17 ", 817.17 , 149.83 
" 4,176.00 "," 1,548.00 "," 1,162.08 ", 289.33 ," 1,004.83 ", 805.08 , 149.75 ," 1,018.83 ", 819.08 , 149.75 
" 4,180.50 "," 1,549.67 "," 1,164.33 ", 289.00 ," 1,006.50 ", 807.08 , 149.58 ," 1,020.50 ", 821.08 , 149.58 
" 4,185.00 "," 1,551.33 "," 1,166.58 ", 288.75 ," 1,008.17 ", 809.00 , 149.42 ," 1,022.17 ", 823.00 , 149.42 
" 4,189.50 "," 1,553.00 "," 1,168.75 ", 288.50 ," 1,009.83 ", 810.92 , 149.33 ," 1,023.83 ", 824.92 , 149.33 
" 4,194.00 "," 1,554.67 "," 1,170.92 ", 288.25 ," 1,011.50 ", 812.92 , 149.17 ," 1,025.50 ", 826.92 , 149.17 
" 4,198.50 "," 1,556.33 "," 1,173.08 ", 288.00 ," 1,013.17 ", 814.83 , 149.00 ," 1,027.17 ", 828.83 , 149.00 
" 4,203.00 "," 1,558.00 "," 1,175.33 ", 287.75 ," 1,014.83 ", 816.75 , 148.92 ," 1,028.83 ", 830.75 , 148.92 
" 4,207.50 "," 1,559.67 "," 1,177.58 ", 287.42 ," 1,016.50 ", 818.75 , 148.75 ," 1,030.50 ", 832.75 , 148.75 
" 4,212.00 "," 1,561.33 "," 1,179.75 ", 287.17 ," 1,018.17 ", 820.67 , 148.58 ," 1,032.17 ", 834.67 , 148.58 
" 4,216.50 "," 1,563.00 "," 1,181.92 ", 286.92 ," 1,019.83 ", 822.58 , 148.50 ," 1,033.83 ", 836.58 , 148.50 
" 4,221.00 "," 1,564.67 "," 1,184.17 ", 286.67 ," 1,021.50 ", 824.58 , 148.33 ," 1,035.50 ", 838.58 , 148.33 
" 4,225.50 "," 1,566.33 "," 1,186.33 ", 286.42 ," 1,023.17 ", 826.42 , 148.25 ," 1,037.17 ", 840.42 , 148.25 
" 4,230.00 "," 1,568.00 "," 1,188.50 ", 286.17 ," 1,024.83 ", 828.42 , 148.08 ," 1,038.83 ", 842.42 , 148.08 
" 4,234.50 "," 1,569.67 "," 1,190.75 ", 285.83 ," 1,026.50 ", 830.42 , 147.92 ," 1,040.50 ", 844.42 , 147.92 
" 4,239.00 "," 1,571.33 "," 1,193.00 ", 285.58 ," 1,028.17 ", 832.25 , 147.83 ," 1,042.17 ", 846.25 , 147.83 
" 4,243.50 "," 1,573.00 "," 1,195.17 ", 285.33 ," 1,029.83 ", 834.25 , 147.67 ," 1,043.83 ", 848.25 , 147.67 
" 4,248.00 "," 1,574.67 "," 1,197.33 ", 285.08 ," 1,031.50 ", 836.25 , 147.50 ," 1,045.50 ", 850.25 , 147.50 
" 4,252.50 "," 1,576.33 "," 1,199.50 ", 284.83 ," 1,033.25 ", 838.17 , 147.42 ," 1,047.17 ", 852.08 , 147.42 
" 4,257.00 "," 1,578.00 "," 1,201.75 ", 284.58 ," 1,034.92 ", 840.17 , 147.25 ," 1,048.83 ", 854.08 , 147.25 
" 4,261.50 "," 1,579.67 "," 1,204.00 ", 284.25 ," 1,036.58 ", 842.17 , 147.08 ," 1,050.50 ", 856.08 , 147.08 
" 4,266.00 "," 1,581.33 "," 1,206.17 ", 284.00 ," 1,038.25 ", 844.00 , 147.00 ," 1,052.17 ", 857.92 , 147.00 
" 4,270.50 "," 1,583.00 "," 1,208.33 ", 283.75 ," 1,039.92 ", 846.00 , 146.83 ," 1,053.83 ", 859.92 , 146.83 
" 4,275.00 "," 1,584.67 "," 1,210.58 ", 283.50 ," 1,041.58 ", 847.92 , 146.75 ," 1,055.50 ", 861.83 , 146.75 
" 4,279.50 "," 1,586.33 "," 1,212.75 ", 283.25 ," 1,043.25 ", 849.83 , 146.58 ," 1,057.17 ", 863.75 , 146.58 
" 4,284.00 "," 1,588.00 "," 1,214.92 ", 283.00 ," 1,044.92 ", 851.83 , 146.42 ," 1,058.83 ", 865.75 , 146.42 
" 4,288.50 "," 1,589.67 "," 1,217.17 ", 282.67 ," 1,046.58 ", 853.75 , 146.33 ," 1,060.50 ", 867.67 , 146.33 
" 4,293.00 "," 1,591.33 "," 1,219.42 ", 282.42 ," 1,048.25 ", 855.67 , 146.17 ," 1,062.17 ", 869.58 , 146.17 
" 4,297.50 "," 1,593.00 "," 1,221.58 ", 282.17 ," 1,049.92 ", 857.67 , 146.00 ," 1,063.83 ", 871.58 , 146.00 
" 4,302.00 "," 1,594.67 "," 1,223.75 ", 281.92 ," 1,051.58 ", 859.58 , 145.92 ," 1,065.50 ", 873.50 , 145.92 
" 4,306.50 "," 1,596.33 "," 1,225.92 ", 281.67 ," 1,053.25 ", 861.58 , 145.75 ," 1,067.17 ", 875.50 , 145.75 
" 4,311.00 "," 1,598.00 "," 1,228.17 ", 281.42 ," 1,054.92 ", 863.50 , 145.58 ," 1,068.83 ", 877.42 , 145.58 
" 4,315.50 "," 1,599.67 "," 1,230.42 ", 281.08 ," 1,056.58 ", 865.42 , 145.50 ," 1,070.50 ", 879.33 , 145.50 
" 4,320.00 "," 1,601.33 "," 1,232.58 ", 280.83 ," 1,058.25 ", 867.42 , 145.33 ," 1,072.17 ", 881.33 , 145.33 
" 4,324.50 "," 1,603.00 "," 1,234.75 ", 280.58 ," 1,059.92 ", 869.25 , 145.25 ," 1,073.83 ", 883.17 , 145.25 
" 4,329.00 "," 1,604.67 "," 1,237.00 ", 280.33 ," 1,061.58 ", 871.25 , 145.08 ," 1,075.50 ", 885.17 , 145.08 
" 4,333.50 "," 1,606.33 "," 1,239.17 ", 280.08 ," 1,063.25 ", 873.25 , 144.92 ," 1,077.17 ", 887.17 , 144.92 
" 4,338.00 "," 1,608.00 "," 1,241.33 ", 279.83 ," 1,064.92 ", 875.08 , 144.83 ," 1,078.83 ", 889.00 , 144.83 
" 4,342.50 "," 1,609.67 "," 1,243.58 ", 279.50 ," 1,066.58 ", 877.08 , 144.67 ," 1,080.50 ", 891.00 , 144.67 
" 4,347.00 "," 1,611.33 "," 1,245.75 ", 279.25 ," 1,068.25 ", 879.08 , 144.50 ," 1,082.17 ", 893.00 , 144.50 
" 4,351.50 "," 1,613.00 "," 1,248.00 ", 279.00 ," 1,069.92 ", 880.92 , 144.42 ," 1,083.83 ", 894.83 , 144.42 
" 4,356.00 "," 1,614.67 "," 1,250.17 ", 278.75 ," 1,071.58 ", 882.92 , 144.25 ," 1,085.50 ", 896.83 , 144.25 
" 4,360.50 "," 1,616.33 "," 1,252.33 ", 278.50 ," 1,073.25 ", 884.92 , 144.08 ," 1,087.17 ", 898.83 , 144.08 
